STATION,MSMT_DATE,WLM_RPE,WLM_RPE_QC,WLM_GSE,WLM_GSE_QC,RPE_WSE,RPE_WSE_QC,GSE_WSE,GSE_WSE_QC,WSE,WSE_QC
12N01E14R002M,1/1/2013,29.7,70,27,70,,255,,255,,255
12N01E14R003M,1/1/2013,29.9,70,27,70,,255,,255,,255
12N02E21Q001M,1/1/2013,35.45,1,32.71,1,8.969,1,6.229,1,26.481,1
12N02E21Q002M,1/1/2013,35.39,1,32.71,1,13.084,1,10.404,1,22.306,1
12N02E21Q003M,1/1/2013,35.32,1,32.71,1,16.057,1,13.447,1,19.263,1
12N02E23H001M,1/1/2013,22.079,1,22.236,1,4.914,1,5.071,1,17.165,1
12N02E23H002M,1/1/2013,21.939,1,22.236,1,4.4,1,4.697,1,17.539,1
12N02E23H003M,1/1/2013,21.876,1,22.236,1,3.009,1,3.369,1,18.867,1
12N02E23H004M,1/1/2013,21.823,1,22.236,1,3.507,1,3.92,1,18.316,1
12N04E03N001M,1/1/2013,48.4,70,48,70,23.383,1,22.983,70,25.017,70
12N04E03N002M,1/1/2013,48.9,70,48,70,24.373,1,23.473,70,24.527,70
12N04E03N003M,1/1/2013,49,70,48,70,21.699,1,20.699,70,27.301,70
12N04E03N004M,1/1/2013,49.2,70,48,70,18.685,1,17.485,70,30.515,70
12N04E26J002M,1/1/2013,48.5,70,48,70,39.099,1,38.599,70,9.401,70
12N04E26J003M,1/1/2013,48.8,70,48,70,39.1,1,38.3,70,9.7,70
12N04E26J004M,1/1/2013,48.9,70,48,70,31.865,1,30.965,70,17.035,70
13N01E21B002M,1/1/2013,27.41,1,25.41,1,,255,,255,,255
13N01E22A001M,1/1/2013,31.6,70,30,70,18.303,2,16.703,70,13.297,70
13N01E22A002M,1/1/2013,32,70,30,70,13.97,50,11.97,70,18.03,70
13N01E24G002M,1/1/2013,27.8,70,27,70,3.378,2,2.578,70,24.422,70
13N01E24G003M,1/1/2013,28.1,70,27,70,3.512,2,2.412,70,24.588,70
13N01E24G004M,1/1/2013,28.3,70,27,70,2.647,1,1.347,70,25.653,70
13N01W13P001M,1/1/2013,25.8,70,25,70,19.11,2,18.31,70,6.69,70
13N01W13P002M,1/1/2013,26.9,70,25,70,11.103,2,9.203,70,15.797,70
13N01W13P003M,1/1/2013,27.8,70,25,70,11.958,2,9.158,70,15.842,70
13N03E06A001M,1/1/2013,37.99,1,35.546,1,6.988,1,4.544,1,31.002,1
13N03E06A002M,1/1/2013,37.861,1,35.546,1,6.228,1,3.913,1,31.633,1
13N03E06A003M,1/1/2013,37.715,1,35.546,1,6.224,1,4.055,1,31.491,1
13N03E26J002M,1/1/2013,36.841,1,37.081,1,7.135,1,7.375,1,29.706,1
13N03E26J003M,1/1/2013,36.849,1,37.081,1,8.025,1,8.257,1,28.824,1
13N03E26J004M,1/1/2013,36.692,1,37.081,1,,255,,255,,255
13N03E26J005M,1/1/2013,36.605,1,37.081,1,11.84,1,12.316,1,24.765,1
13N04E11J001M,1/1/2013,61.38,1,61.38,1,,255,,255,,255
13N04E11R002M,1/1/2013,63.3,1,60.5,1,,255,,255,,255
13N04E11R003M,1/1/2013,63.2,1,60.5,1,,255,,255,,255
13N04E11R004M,1/1/2013,63.1,1,60.5,1,20.986,1,18.386,1,42.114,1
13N04E11R005M,1/1/2013,63.4,1,60.5,1,15.89,1,12.99,1,47.51,1
13N11W17Q001M,1/1/2013,522.65,70,520,70,9.073,2,6.423,70,513.577,70
13N11W19H001M,1/1/2013,497.93,1,495,1,10.698,1,7.768,1,487.232,1
13N11W19H002M,1/1/2013,497.75,1,495,1,14.638,1,11.888,1,483.112,1
14N01E35P001M,1/1/2013,48.74,1,46.88,1,24.596,1,22.736,1,24.144,1
14N01E35P002M,1/1/2013,48.36,1,46.88,1,21.945,1,20.465,1,26.415,1
14N01E35P003M,1/1/2013,48,1,46.88,1,17.169,1,16.049,1,30.831,1
14N01E35P004M,1/1/2013,47.62,1,46.88,1,19.588,1,18.848,1,28.032,1
14N02E17C001M,1/1/2013,34.91,1,35.079,1,3.024,1,3.193,1,31.886,1
14N02E17C002M,1/1/2013,34.901,1,35.079,1,2.911,1,3.089,1,31.99,1
14N02E17C003M,1/1/2013,34.917,1,35.079,1,2.153,1,2.315,1,32.764,1
14N02E17C004M,1/1/2013,34.924,1,35.079,1,2.504,1,2.659,1,32.42,1
14N03E23D003M,1/1/2013,54.79,1,52.05,1,25.995,1,23.255,1,28.795,1
14N03E23D004M,1/1/2013,54.53,1,52.05,1,25.78,1,23.3,1,28.75,1
14N03E23D005M,1/1/2013,54.4,1,52.05,1,22.289,1,19.939,1,32.111,1
14N03E23D006M,1/1/2013,52.52,1,50.73,1,21.976,1,20.186,1,30.544,1
15N03W20Q001M,1/1/2013,130.23,1,128.56,1,22.985,1,21.315,1,107.245,1
15N03W20Q002M,1/1/2013,130.66,1,128.56,1,18.684,1,16.584,1,111.976,1
15N03W20Q003M,1/1/2013,131,1,128.56,1,19.123,1,16.683,1,111.877,1
15N04E04R002M,1/1/2013,89.97,50,88.07,1,25.332,1,23.432,50,64.638,50
15N04E04R003M,1/1/2013,89.88,50,88.07,1,25.288,1,23.478,50,64.592,50
15N04E04R004M,1/1/2013,89.74,1,88.07,1,28.644,1,26.974,1,61.096,1
15N04E04R005M,1/1/2013,89.69,1,88.07,1,22.106,1,20.486,1,67.584,1
15N04E04R006M,1/1/2013,90.11,1,88.07,1,26.157,1,24.117,1,63.953,1
16N02W05B001M,1/1/2013,66.91,1,65,1,23.664,1,21.754,1,43.246,1
16N02W05B002M,1/1/2013,65.55,1,65,1,21.647,1,21.097,1,43.903,1
16N02W05B003M,1/1/2013,66.34,1,65,1,10.253,1,8.913,1,56.087,1
16N02W05B004M,1/1/2013,65.61,1,65,1,21.783,1,21.173,1,43.827,1
16N03E17J001M,1/1/2013,79.295,1,77.354,1,9.583,1,7.642,1,69.712,1
16N03E17J002M,1/1/2013,79.116,1,77.354,1,18.008,1,16.246,1,61.108,1
16N03E17J003M,1/1/2013,78.871,1,77.354,1,19.102,1,17.585,1,59.769,1
16N03E17J004M,1/1/2013,78.705,1,77.354,1,20.801,1,19.45,1,57.904,1
16N03E17J005M,1/1/2013,78.49,1,77.354,1,,255,,255,,255
16N03W14H003M,1/1/2013,68.5,1,65.7,1,-8.804,120,-11.604,120,77.304,120
16N03W14H004M,1/1/2013,68.21,1,65.7,1,,255,,255,,255
16N03W14H005M,1/1/2013,67.91,1,65.7,1,26.469,1,24.259,1,41.441,1
16N03W14H006M,1/1/2013,67.68,1,65.7,1,10.696,1,8.716,1,56.984,1
17N01E17F002M,1/1/2013,63.55,1,59.35,1,4.805,1,0.605,1,58.745,1
17N01E17F003M,1/1/2013,63.55,1,59.35,1,4.571,2,0.371,2,58.979,2
17N01E24A003M,1/1/2013,75.55,1,72.8,1,1.789,1,-0.961,1,73.761,1
17N01E24A004M,1/1/2013,75.83,1,72.8,1,12.66,1,9.63,1,63.17,1
17N01E24A005M,1/1/2013,75.8,1,72.81,1,12.667,1,9.677,1,63.133,1
17N01E24A006M,1/1/2013,76.05,1,72.8,1,6.56,1,3.31,1,69.49,1
17N01W10A001M,1/1/2013,67.53,1,64.28,1,6.479,1,3.229,1,61.051,1
17N01W10A002M,1/1/2013,67.07,1,64.28,1,6.399,1,3.609,1,60.671,1
17N01W10A003M,1/1/2013,66.82,1,64.28,1,4.077,1,1.537,1,62.743,1
17N01W10A004M,1/1/2013,66.43,1,64.28,1,3.668,1,1.518,1,62.762,1
17N01W27A001M,1/1/2013,68.98,1,66.61,1,13.501,1,11.131,1,55.479,1
17N01W27A002M,1/1/2013,68.63,1,66.61,1,12.092,1,10.072,1,56.538,1
17N01W27A003M,1/1/2013,68.28,1,66.61,1,11.862,1,10.192,1,56.418,1
17N02E25J001M,1/1/2013,80,1,78,1,13.402,1,11.402,1,66.598,1
17N02E25J002M,1/1/2013,79.5,1,78,1,11.737,1,10.237,1,67.763,1
17N02E25J003M,1/1/2013,79.1,1,78,1,,255,,255,,255
17N02W09H002M,1/1/2013,69.36,1,67,1,12.33,1,9.97,1,57.03,1
17N02W09H003M,1/1/2013,68.54,1,67,1,9.603,1,8.063,1,58.937,1
17N02W09H004M,1/1/2013,68.78,1,67,1,6.336,1,4.556,1,62.444,1
17N02W09H005M,1/1/2013,69.74,1,67,1,10.868,1,8.128,1,58.872,1
17N03E26A003M,1/1/2013,86.93,1,87.264,1,21.873,1,22.207,1,65.057,1
17N03E26A004M,1/1/2013,86.94,70,87.26,70,26.546,1,26.866,70,60.394,70
17N03E26A005M,1/1/2013,86.82,70,87.26,70,23.724,1,24.164,70,63.096,70
17N03E26A006M,1/1/2013,86.89,70,87.26,70,22.359,1,22.729,70,64.531,70
18N01E35L001M,1/1/2013,76.21,1,70,1,2.096,1,-4.114,1,74.114,1
18N01W02E001M,1/1/2013,80.89,1,78.5,1,4.612,1,2.222,1,76.278,1
18N01W02E002M,1/1/2013,81.3,1,78.5,1,7.827,1,5.027,1,73.473,1
18N01W02E003M,1/1/2013,81.37,1,78.5,1,9.027,1,6.157,1,72.343,1
18N02W18D001M,1/1/2013,83.03,1,82.43,1,6.697,1,6.097,1,76.333,1
18N02W18D002M,1/1/2013,83.43,1,82.43,1,9.346,1,8.346,1,74.084,1
18N02W18D003M,1/1/2013,84.03,1,82.43,1,8.97,1,7.37,1,75.06,1
18N02W18D004M,1/1/2013,84.43,1,82.43,1,17.635,1,15.635,1,66.795,1
19N01E35B001M,1/1/2013,87.88,1,86.5,1,3.91,1,2.53,1,83.97,1
19N01E35B002M,1/1/2013,92.44,1,86.5,1,2.223,1,-3.717,1,90.217,1
19N01E35B003M,1/1/2013,89.59,1,86.5,1,3.566,1,0.476,1,86.024,1
19N01W22D004M,1/1/2013,89.68,130,87.38,130,8.144,1,5.844,130,81.536,130
19N01W22D005M,1/1/2013,89.87,130,87.38,130,11.275,1,8.785,130,78.595,130
19N01W22D006M,1/1/2013,90.18,130,87.38,130,13.116,1,10.316,130,77.064,130
19N01W22D007M,1/1/2013,90.33,130,87.38,130,,255,,255,,255
19N02E07K002M,1/1/2013,106.05,130,102.7,130,4.858,1,1.508,130,101.192,130
19N02E07K003M,1/1/2013,106.12,130,102.7,130,5.389,1,1.969,130,100.731,130
19N02E07K004M,1/1/2013,106.21,130,102.7,130,5.65,1,2.14,130,100.56,130
19N02E13Q001M,1/1/2013,121.18,1,119.88,1,6.222,1,4.922,1,114.958,1
19N02E13Q002M,1/1/2013,122.68,130,119.88,130,7.533,1,4.733,130,115.147,130
19N02E13Q003M,1/1/2013,122.53,130,119.88,130,7.089,1,4.439,130,115.441,130
19N02W08Q001M,1/1/2013,120,1,108.36,1,23.29,1,11.65,1,96.71,1
19N02W08Q002M,1/1/2013,109.38,1,108.36,1,5.879,1,4.859,1,103.501,1
19N02W08Q003M,1/1/2013,109.56,1,108.36,1,4.419,1,3.219,1,105.141,1
19N02W33K001M,1/1/2013,90.12,1,87.41,1,4.874,1,2.164,1,85.246,1
19N04W14M002M,1/1/2013,187.83,1,185.83,1,,255,,255,,255
20N01E02H003M,1/1/2013,133.79,1,132.34,1,32.917,1,31.467,1,100.873,1
20N01E18L001M,1/1/2013,112.19,1,107.35,1,9.833,1,4.993,1,102.357,1
20N01E18L002M,1/1/2013,108.85,1,107.35,1,6.149,1,4.649,1,102.701,1
20N01E18L003M,1/1/2013,109.03,1,107.35,1,4.384,1,2.704,1,104.646,1
20N02E09G001M,1/1/2013,150.24,1,148.84,1,43.4,1,42,1,106.84,1
20N02E15H001M,1/1/2013,145.01,1,144.01,1,34.934,1,33.934,1,110.076,1
20N02E15H002M,1/1/2013,145.12,1,144.12,1,13.263,1,12.263,1,131.857,1
20N02E24C001M,1/1/2013,159.65,1,157.75,1,,255,,255,,255
20N02E24C002M,1/1/2013,160.14,1,157.75,1,47.234,1,44.844,1,112.906,1
20N02E24C003M,1/1/2013,159.14,1,157.75,1,46.231,1,44.841,1,112.909,1
20N02W11A001M,1/1/2013,125.9,1,125.4,1,5.324,1,4.824,1,120.576,1
20N02W11A002M,1/1/2013,125.9,1,125.4,1,10.876,1,10.376,1,115.024,1
20N02W11A003M,1/1/2013,125.9,1,125.4,1,17.373,1,16.873,1,108.527,1
20N02W18R005M,1/1/2013,132.45,1,131.35,1,43.53,1,42.43,1,88.92,1
20N02W18R006M,1/1/2013,132.98,1,131.38,1,39.983,1,38.383,1,92.997,1
20N02W18R007M,1/1/2013,133.43,1,131.38,1,31.589,1,29.539,1,101.841,1
20N02W18R008M,1/1/2013,133.97,1,131.37,1,9.308,1,6.708,1,124.662,1
20N02W25F001M,1/1/2013,105.54,1,102.2,1,,255,,255,,255
20N02W25F002M,1/1/2013,105.86,1,102.2,1,5.46,1,1.8,1,100.4,1
20N02W25F003M,1/1/2013,104.58,1,102.2,1,6.558,1,4.178,1,98.022,1
20N02W25F004M,1/1/2013,105.1,1,102.2,1,6.738,1,3.838,1,98.362,1
20N02W33B001M,1/1/2013,107.01,1,105.41,1,5.038,1,3.438,1,101.972,1
20N03E31M001M,1/1/2013,134.52,1,133.02,1,24.779,1,23.279,1,109.741,1
20N03E33L001M,1/1/2013,152.93,1,151.33,1,36.814,1,35.214,1,116.116,1
20N03W07E001M,1/1/2013,180.83,1,179.17,1,110.609,1,108.949,1,70.221,1
20N03W07E002M,1/1/2013,181.06,1,179.17,1,87.622,1,85.732,1,93.438,1
20N03W07E003M,1/1/2013,181.47,1,179.17,1,73.637,1,71.337,1,107.833,1
20N03W07E004M,1/1/2013,181.75,1,179.17,1,54.26,1,51.68,1,127.49,1
21N01E08K002M,1/1/2013,146.84,10,146.04,10,34.134,1,33.334,10,112.706,10
21N01E13L002M,1/1/2013,181.9,1,179.85,1,66.227,1,64.177,1,115.673,1
21N01E13L003M,1/1/2013,181.99,1,179.85,1,,255,,255,,255
21N01E13L004M,1/1/2013,182.06,1,179.85,1,66.593,1,64.383,1,115.467,1
21N01E27B001M,1/1/2013,150.34,70,149.34,70,45.893,1,44.893,70,104.447,70
21N01E28F001M,1/1/2013,144.25,70,142.35,70,39.605,1,37.705,70,104.645,70
21N01W05D001M,1/1/2013,153.08,1,152.58,1,34.016,1,33.516,1,119.064,1
21N01W11A001M,1/1/2013,133.82,1,129.3,1,15.871,1,11.351,1,117.949,1
21N01W11A002M,1/1/2013,133.56,1,129.3,1,17.555,1,13.295,1,116.005,1
21N01W11A003M,1/1/2013,133.23,1,129.3,1,17.609,1,13.679,1,115.621,1
21N01W24B001M,1/1/2013,127.96,1,127.06,1,16.336,1,15.436,1,111.624,1
21N01W31H001M,1/1/2013,146.28,1,145.48,1,31.976,1,31.176,1,114.304,1
21N02E18C001M,1/1/2013,191.56,1,189.07,1,74.768,1,72.278,1,116.792,1
21N02E18C002M,1/1/2013,191.42,1,189.07,1,74.493,1,72.143,1,116.927,1
21N02E18C003M,1/1/2013,191.15,1,189.07,1,38.071,1,35.991,1,153.079,1
21N02E26E003M,1/1/2013,184.97,10,182.27,10,71.339,1,68.639,10,113.631,10
21N02E26E004M,1/1/2013,184.68,10,182.26,1,71.038,1,68.618,10,113.642,10
21N02E26E005M,1/1/2013,184.44,10,182.26,10,79.393,1,77.213,10,105.047,10
21N02E26E006M,1/1/2013,184.28,10,182.26,10,,255,,255,,255
21N02E30L001M,1/1/2013,160.28,70,159.33,70,48.255,1,47.305,70,112.025,70
21N02W01F001M,1/1/2013,162.13,1,160.88,1,31.575,1,30.325,1,130.555,1
21N02W01F002M,1/1/2013,162.28,1,160.83,1,28.03,1,26.58,1,134.25,1
21N02W01F003M,1/1/2013,162.84,1,161.84,1,26.607,1,25.607,1,136.233,1
21N02W01F004M,1/1/2013,163.22,1,161.92,1,26.25,1,24.95,1,136.97,1
21N02W04G002M,1/1/2013,180.21,1,178.41,1,66.178,1,64.378,1,114.032,1
21N02W04G003M,1/1/2013,180.51,1,178.41,1,,255,,255,,255
21N02W04G004M,1/1/2013,180.31,50,178.41,1,30.373,1,28.473,50,149.937,50
21N02W04G005M,1/1/2013,181.16,1,178.41,1,31.898,1,29.148,1,149.262,1
21N02W05M001M,1/1/2013,190.43,1,188.93,1,43.052,1,41.552,1,147.378,1
21N02W05M002M,1/1/2013,190.91,1,188.93,1,27.708,1,25.728,1,163.202,1
21N02W05M003M,1/1/2013,191.33,1,188.93,1,,255,,255,,255
21N02W33M001M,1/1/2013,151.6,1,149,1,48.281,1,45.681,1,103.319,1
21N02W33M002M,1/1/2013,151.26,1,149,1,38.312,1,36.052,1,112.948,1
21N02W33M003M,1/1/2013,151.49,1,149,1,21.229,1,18.739,1,130.261,1
21N02W36A001M,1/1/2013,137.09,1,135.39,1,27.095,1,25.395,1,109.995,1
21N02W36A002M,1/1/2013,136.29,1,135.39,1,23.927,1,23.027,1,112.363,1
21N03E32B001M,1/1/2013,242.33,70,238.43,70,,255,,255,,255
21N03W01R002M,1/1/2013,206.77,1,203.32,1,,255,,255,,255
21N03W01R003M,1/1/2013,205.5,1,203.53,1,,255,,255,,255
21N03W23D001M,1/1/2013,205.89,1,204.76,1,,255,,255,,255
21N03W23D002M,1/1/2013,206.43,1,204.76,1,51.032,1,49.362,1,155.398,1
21N03W23D003M,1/1/2013,206.93,1,204.76,1,,170,,170,,170
21N03W34Q002M,1/1/2013,167.07,1,166.65,1,84.204,1,83.784,1,82.866,1
21N03W34Q003M,1/1/2013,167.38,1,166.65,1,62.601,1,61.871,1,104.779,1
21N03W34Q004M,1/1/2013,167.63,1,166.65,1,36.632,1,35.652,1,130.998,1
21N04W12A001M,1/1/2013,249.38,1,247.88,1,,255,,255,,255
21N04W12A002M,1/1/2013,249.88,1,247.88,1,,255,,255,,255
21N04W12A003M,1/1/2013,250.12,1,247.5,1,178.664,1,176.044,1,71.456,1
21N04W12A004M,1/1/2013,249.62,1,247.5,1,185.343,1,183.223,1,64.277,1
22N01E28J001M,1/1/2013,180.67,1,178.87,1,47.19,1,45.39,1,133.48,1
22N01E32E004M,1/1/2013,150.94,1,150.94,1,,255,,255,,255
22N01E35E001M,1/1/2013,183.97,1,182.33,1,57.09,1,55.45,1,126.88,1
22N01W05M001M,1/1/2013,153.28,70,151.48,70,15.879,1,14.079,70,137.401,70
22N01W19K005M,1/1/2013,156.58,1,155.94,1,29.99,1,29.35,1,126.59,1
22N01W29N001M,1/1/2013,150.95,1,146.25,1,29.044,1,24.344,1,121.906,1
22N01W29N002M,1/1/2013,150.68,1,146.25,1,23.881,1,19.451,1,126.799,1
22N01W29N003M,1/1/2013,149.99,1,146.25,1,19.609,1,15.869,1,130.381,1
22N01W29N004M,1/1/2013,149.06,1,146.25,1,15.718,1,12.908,1,133.342,1
22N02E30C002M,1/1/2013,245.13,1,243.63,1,,255,,255,,255
22N02W01N001M,1/1/2013,161.07,1,159.21,1,24.7,1,22.84,1,136.37,1
22N02W01N002M,1/1/2013,161.31,1,159.21,1,18.506,1,16.406,1,142.804,1
22N02W01N003M,1/1/2013,161.5,1,159.21,1,18.476,1,16.186,1,143.024,1
22N02W01N004M,1/1/2013,161.65,1,159.21,1,23.525,1,21.085,1,138.125,1
22N02W02J001M,1/1/2013,166.4,1,164.7,1,27.135,1,25.435,1,139.265,1
22N02W15C002M,1/1/2013,192.37,1,189.3,1,64.182,1,61.112,1,128.188,1
22N02W15C003M,1/1/2013,192.01,1,189.3,1,37.751,1,35.041,1,154.259,1
22N02W15C004M,1/1/2013,192.25,1,189.3,1,,255,,255,,255
22N02W15C005M,1/1/2013,192.71,1,189.3,1,26.862,1,23.452,1,165.848,1
22N02W18C001M,1/1/2013,224.64,1,223.44,1,106.994,1,105.794,1,117.646,1
22N02W18C002M,1/1/2013,224.84,1,223.44,1,48.762,1,47.362,1,176.078,1
22N02W18C003M,1/1/2013,225.54,1,223.44,1,,255,,255,,255
22N02W18C004M,1/1/2013,225.94,1,223.44,1,17.657,1,15.157,1,208.283,1
22N02W30H002M,1/1/2013,205.22,1,202.43,1,,255,,255,,255
22N02W30H003M,1/1/2013,205.77,1,204.43,1,22.347,1,21.007,1,183.423,1
22N02W30H004M,1/1/2013,206.43,1,204.43,1,17.814,1,15.814,1,188.616,1
22N02W30R001M,1/1/2013,210.08,1,207.43,1,98.667,1,96.017,1,111.413,1
22N03W01R001M,1/1/2013,228.17,1,226.04,1,54.347,1,52.217,1,173.823,1
22N03W01R002M,1/1/2013,228.53,1,226.04,1,,255,,255,,255
22N03W01R003M,1/1/2013,229.04,1,226.04,1,34.405,1,31.405,1,194.635,1
22N03W24E001M,1/1/2013,231.7,1,230.51,1,182.502,1,181.312,1,49.198,1
22N03W24E002M,1/1/2013,231.93,1,230.51,1,33.859,1,32.439,1,198.071,1
22N03W24E003M,1/1/2013,232.41,1,230.51,1,19.101,1,17.201,1,213.309,1
22N03W28P001M,1/1/2013,259.49,1,258.22,1,92.262,1,90.992,1,167.228,1
22N03W28P003M,1/1/2013,260.52,1,258.22,1,22.121,1,19.821,1,238.399,1
23N01W10M001M,1/1/2013,190.28,1,187.38,1,29.2,1,26.3,1,161.08,1
23N01W28M002M,1/1/2013,160.33,1,159.02,1,14.912,1,13.602,1,145.418,1
23N01W28M003M,1/1/2013,160.57,1,159.02,1,15.07,1,13.52,1,145.5,1
23N01W28M004M,1/1/2013,160.7,1,159.02,1,16.653,1,14.973,1,144.047,1
23N01W28M005M,1/1/2013,161.05,1,159.02,1,17.414,1,15.384,1,143.636,1
23N01W31M001M,1/1/2013,162.86,10,154.75,10,25.37,1,17.26,10,137.49,10
23N01W31M002M,1/1/2013,162.76,10,154.75,10,20.453,1,12.443,10,142.307,10
23N01W31M003M,1/1/2013,162.68,10,154.75,10,21.448,1,13.518,10,141.232,10
23N01W31M004M,1/1/2013,162.58,10,154.75,10,23.546,1,15.716,10,139.034,10
23N02W28N001M,1/1/2013,204.09,1,202.14,1,64.885,1,62.935,1,139.205,1
23N02W28N002M,1/1/2013,204.37,1,202.14,1,63.47,1,61.24,1,140.9,1
23N02W28N003M,1/1/2013,204.5,1,202.14,1,47.379,1,45.019,1,157.121,1
23N02W28N004M,1/1/2013,204.43,1,202.14,1,44.457,1,42.167,1,159.973,1
23N03W13C003M,1/1/2013,216.06,1,213.54,1,68.795,1,66.275,1,147.265,1
23N03W13C004M,1/1/2013,215.88,1,213.54,1,68.27,1,65.93,1,147.61,1
23N03W13C005M,1/1/2013,215.73,1,213.54,1,50.506,1,48.316,1,165.224,1
23N03W13C006M,1/1/2013,215.59,1,213.54,1,52.059,1,50.009,1,163.531,1
23N03W13C007M,1/1/2013,215.25,1,213.54,1,10.828,1,9.118,1,204.422,1
23N03W25M001M,1/1/2013,237.76,1,235.62,1,,255,,255,,255
23N03W25M002M,1/1/2013,237.68,1,235.62,1,,255,,255,,255
23N03W25M003M,1/1/2013,237.48,1,235.62,1,,255,,255,,255
23N03W25M004M,1/1/2013,237.4,1,235.62,1,,255,,255,,255
24N01W04M001M,1/1/2013,312.91,1,312.41,1,97.44,1,96.94,1,215.47,1
24N01W05G001M,1/1/2013,305.11,1,304.41,1,85.707,1,85.007,1,219.403,1
24N01W05J001M,1/1/2013,313.41,1,312.41,1,31.252,1,30.252,1,282.158,1
24N01W05J003M,1/1/2013,314.51,1,312.41,1,91.495,1,89.395,1,223.015,1
24N01W05J004M,1/1/2013,314.21,1,312.41,1,,255,,255,,255
24N01W05K001M,1/1/2013,291.41,1,290.41,1,52.408,1,51.408,1,239.002,1
24N01W05Q003M,1/1/2013,291.41,1,289.41,1,,255,,255,,255
24N01W05Q004M,1/1/2013,291.01,1,289.41,1,75.171,1,73.571,1,215.839,1
24N01W06J002M,1/1/2013,274.81,1,272.41,1,57.535,1,55.135,1,217.275,1
24N02W01L001M,1/1/2013,255.82,1,253.42,1,42.926,1,40.526,1,212.894,1
24N02W01L002M,1/1/2013,255.82,1,253.42,1,41.973,1,39.573,1,213.847,1
24N02W03B001M,1/1/2013,208.22,1,204.42,1,,255,,255,,255
24N02W12P001M,1/1/2013,230.81,1,228.41,1,32.457,1,30.057,1,198.353,1
24N02W12P002M,1/1/2013,230.81,1,228.41,1,32.697,1,30.297,1,198.113,1
24N02W24D002M,1/1/2013,212.91,1,212.41,1,21.589,1,21.089,1,191.321,1
24N02W24D003M,1/1/2013,213.16,1,212.41,1,25.348,1,24.598,1,187.812,1
24N02W24D004M,1/1/2013,213.41,1,212.41,1,28.566,1,27.566,1,184.844,1
24N02W27G001M,1/1/2013,182.67,1,182.42,1,6.386,1,6.136,1,176.284,1
24N02W27G002M,1/1/2013,182.92,1,182.42,1,,255,,255,,255
24N02W27G003M,1/1/2013,183.17,1,182.42,1,15.731,1,14.981,1,167.439,1
24N02W27G004M,1/1/2013,183.42,1,182.42,1,16.375,1,15.375,1,167.045,1
24N02W29N003M,1/1/2013,213.76,1,212.46,1,42.438,1,41.138,1,171.322,1
24N02W29N004M,1/1/2013,213.45,1,212.45,1,40.984,1,39.984,1,172.466,1
24N03W29Q001M,1/1/2013,316.18,1,314.18,1,84.045,1,82.045,1,232.135,1
24N03W29Q002M,1/1/2013,315.76,1,314.26,1,75.466,1,73.966,1,240.294,1
24N03W29Q003M,1/1/2013,315.4,1,314.2,1,71.551,1,70.351,1,243.849,1
25N01W32P001M,1/1/2013,305.71,1,303.41,1,80.716,1,78.416,1,224.994,1
25N01W32P002M,1/1/2013,305.71,1,303.41,1,80.872,1,78.572,1,224.838,1
25N01W32P003M,1/1/2013,305.71,1,303.41,1,,255,,255,,255
25N01W34N002M,1/1/2013,368.53,1,366.43,1,137.435,1,135.335,1,231.095,1
25N01W34N003M,1/1/2013,368.53,1,366.43,1,152.031,1,149.931,1,216.499,1
25N03W11B001M,1/1/2013,254.2,1,252.1,1,27.731,1,25.631,1,226.469,1
25N03W11B002M,1/1/2013,253.93,1,252.03,1,32.605,1,30.705,1,221.325,1
25N03W11B003M,1/1/2013,253.65,1,252.05,1,30.439,1,28.839,1,223.211,1
25N13E36F001M,1/1/2013,5495.26,1,5492.01,1,3.666,1,0.416,1,5491.594,1
25N13E36F002M,1/1/2013,5489.83,1,5486.96,1,,170,,170,,170
25N13E36F003M,1/1/2013,5484.37,1,5481.49,1,4.586,1,1.706,1,5479.784,1
25N13E36F004M,1/1/2013,5487.91,1,5485.51,1,3.487,1,1.087,1,5484.423,1
25N13E36G001M,1/1/2013,5483.89,1,5481.39,1,5.477,1,2.977,1,5478.413,1
25N13E36K001M,1/1/2013,5466.72,1,5464.22,1,,255,,255,,255
25N13E36K002M,1/1/2013,5460.7,1,5458.2,1,,255,,255,,255
25N13E36K003M,1/1/2013,5466.73,1,5463.73,1,,255,,255,,255
25N13E36L001M,1/1/2013,5478.23,1,5475.58,1,2.686,1,0.036,1,5475.544,1
25N13E36L002M,1/1/2013,5472.24,1,5469.24,1,2.473,1,-0.527,1,5469.767,1
29N03W18M001M,1/1/2013,419.04,1,418.54,1,25.018,1,24.518,1,394.022,1
29N04W03R002M,1/1/2013,460.49,1,457.84,1,70.002,1,67.352,1,390.488,1
29N04W03R003M,1/1/2013,460.33,1,457.84,1,68.734,1,66.244,1,391.596,1
29N04W03R004M,1/1/2013,460.15,1,457.84,1,67.104,1,64.794,1,393.046,1
29N04W03R005M,1/1/2013,460.03,1,457.84,1,72.165,1,69.975,1,387.865,1
29N04W03R006M,1/1/2013,459.81,1,457.84,1,32.455,1,30.485,1,427.355,1
29N04W20A001M,1/1/2013,454.34,1,451.48,1,51.378,1,48.518,1,402.962,1
29N04W20A002M,1/1/2013,454.14,1,451.48,1,51.253,1,48.593,1,402.887,1
29N04W20A003M,1/1/2013,453.92,1,451.48,1,40.777,1,38.337,1,413.143,1
29N04W20A004M,1/1/2013,453.67,1,451.48,1,35.925,1,33.735,1,417.745,1
